transactionID,reference,amount,description
TXN-103361,REF-103361,200,System Record (Clean Data)
TXN-103362,REF-103362,500,System Record (Clean Data)
TXN-103363,REF-103363,500,System Record (Clean Data)
TXN-103364,REF-103364,200,System Record (Clean Data)
TXN-103365,REF-103365,200,System Record (Clean Data)
TXN-103366,REF-103366,500,System Record (Clean Data)
TXN-103367,REF-103367,5000,System Record (Clean Data)
TXN-103368,REF-103368,1000,System Record (Clean Data)
TXN-103369,REF-103369,2500,System Record (Clean Data)
TXN-103370,REF-103370,100,System Record (Clean Data)
TXN-103371,REF-103371,100,System Record (Clean Data)
TXN-103372,REF-103372,2500,System Record (Clean Data)
TXN-103373,REF-103373,200,System Record (Clean Data)
TXN-103374,REF-103374,200,System Record (Clean Data)
TXN-103375,REF-103375,1000,System Record (Clean Data)
TXN-103376,REF-103376,2500,System Record (Clean Data)
TXN-103377,REF-103377,1000,System Record (Clean Data)
TXN-103378,REF-103378,100,System Record (Clean Data)
TXN-103379,REF-103379,200,System Record (Clean Data)
TXN-103380,REF-103380,200,System Record (Clean Data)
TXN-103381,REF-103381,200,System Record (Clean Data)
TXN-103382,REF-103382,1000,System Record (Clean Data)
TXN-103383,REF-103383,1000,System Record (Clean Data)
TXN-103384,REF-103384,200,System Record (Clean Data)
TXN-103385,REF-103385,1000,System Record (Clean Data)
TXN-103386,REF-103386,5000,System Record (Clean Data)
TXN-103387,REF-103387,1000,System Record (Clean Data)
TXN-103388,REF-103388,500,System Record (Clean Data)
TXN-103389,REF-103389,100,System Record (Clean Data)
TXN-103390,REF-103390,500,System Record (Clean Data)
TXN-103391,REF-103391,10000,System Record (Clean Data)
TXN-103392,REF-103392,10000,System Record (Clean Data)
TXN-103393,REF-103393,1000,System Record (Clean Data)
TXN-103394,REF-103394,10000,System Record (Clean Data)
TXN-103395,REF-103395,2500,System Record (Clean Data)
TXN-103396,REF-103396,2500,System Record (Clean Data)
TXN-103397,REF-103397,200,System Record (Clean Data)
TXN-103398,REF-103398,500,System Record (Clean Data)
TXN-103399,REF-103399,1000,System Record (Clean Data)
TXN-103400,REF-103400,5000,System Record (Clean Data)
TXN-103401,REF-103401,5000,System Record (Clean Data)
TXN-103402,REF-103402,500,System Record (Clean Data)
TXN-103403,REF-103403,200,System Record (Clean Data)
TXN-103404,REF-103404,5000,System Record (Clean Data)
TXN-103405,REF-103405,100,System Record (Clean Data)
TXN-103406,REF-103406,500,System Record (Clean Data)
TXN-103407,REF-103407,100,System Record (Clean Data)
TXN-103408,REF-103408,2500,System Record (Clean Data)
TXN-103409,REF-103409,5000,System Record (Clean Data)
TXN-103410,REF-103410,1000,System Record (Clean Data)
TXN-103411,REF-103411,100,System Record (Clean Data)
TXN-103412,REF-103412,200,System Record (Clean Data)
TXN-103413,REF-103413,500,System Record (Clean Data)
TXN-103414,REF-103414,5000,System Record (Clean Data)
TXN-103415,REF-103415,500,System Record (Clean Data)
TXN-103416,REF-103416,5000,System Record (Clean Data)
TXN-103417,REF-103417,5000,System Record (Clean Data)
TXN-103418,REF-103418,500,System Record (Clean Data)
TXN-103419,REF-103419,200,System Record (Clean Data)
TXN-103420,REF-103420,10000,System Record (Clean Data)
TXN-103421,REF-103421,1000,System Record (Clean Data)
TXN-103422,REF-103422,10000,System Record (Clean Data)
TXN-103423,REF-103423,100,System Record (Clean Data)
TXN-103424,REF-103424,100,System Record (Clean Data)
TXN-103425,REF-103425,2500,System Record (Clean Data)
TXN-103426,REF-103426,100,System Record (Clean Data)
TXN-103427,REF-103427,100,System Record (Clean Data)
TXN-103428,REF-103428,100,System Record (Clean Data)
TXN-103429,REF-103429,5000,System Record (Clean Data)
TXN-103430,REF-103430,10000,System Record (Clean Data)
TXN-103431,REF-103431,100,System Record (Clean Data)
TXN-103432,REF-103432,5000,System Record (Clean Data)
TXN-103433,REF-103433,500,System Record (Clean Data)
TXN-103434,REF-103434,100,System Record (Clean Data)
TXN-103435,REF-103435,10000,System Record (Clean Data)
TXN-103436,REF-103436,100,System Record (Clean Data)
TXN-103437,REF-103437,100,System Record (Clean Data)
TXN-103438,REF-103438,100,System Record (Clean Data)
TXN-103439,REF-103439,2500,System Record (Clean Data)
TXN-103440,REF-103440,1000,System Record (Clean Data)
TXN-103441,REF-103441,200,System Record (Clean Data)
TXN-103442,REF-103442,100,System Record (Clean Data)
TXN-103443,REF-103443,100,System Record (Clean Data)
TXN-103444,REF-103444,2500,System Record (Clean Data)
TXN-103445,REF-103445,10000,System Record (Clean Data)
TXN-103446,REF-103446,500,System Record (Clean Data)
TXN-103447,REF-103447,1000,System Record (Clean Data)
TXN-103448,REF-103448,1000,System Record (Clean Data)
TXN-103449,REF-103449,500,System Record (Clean Data)
TXN-103450,REF-103450,10000,System Record (Clean Data)
TXN-103451,REF-103451,10000,System Record (Clean Data)
TXN-103452,REF-103452,100,System Record (Clean Data)
TXN-103453,REF-103453,1000,System Record (Clean Data)
TXN-103454,REF-103454,200,System Record (Clean Data)
TXN-103455,REF-103455,500,System Record (Clean Data)
TXN-103456,REF-103456,100,System Record (Clean Data)
TXN-103457,REF-103457,500,System Record (Clean Data)
TXN-103458,REF-103458,2500,System Record (Clean Data)
TXN-103459,REF-103459,2500,System Record (Clean Data)
TXN-103460,REF-103460,100,System Record (Clean Data)
TXN-103461,REF-103461,5000,System Record (Clean Data)
TXN-103462,REF-103462,100,System Record (Clean Data)
TXN-103463,REF-103463,5000,System Record (Clean Data)
TXN-103464,REF-103464,100,System Record (Clean Data)
TXN-103465,REF-103465,200,System Record (Clean Data)
TXN-103466,REF-103466,5000,System Record (Clean Data)
TXN-103467,REF-103467,10000,System Record (Clean Data)
TXN-103468,REF-103468,1000,System Record (Clean Data)
TXN-103469,REF-103469,10000,System Record (Clean Data)
TXN-103470,REF-103470,1000,System Record (Clean Data)
TXN-103471,REF-103471,500,System Record (Clean Data)
TXN-103472,REF-103472,5000,System Record (Clean Data)
TXN-103473,REF-103473,5000,System Record (Clean Data)
TXN-103474,REF-103474,1000,System Record (Clean Data)
TXN-103475,REF-103475,2500,System Record (Clean Data)
TXN-103476,REF-103476,500,System Record (Clean Data)
TXN-103477,REF-103477,5000,System Record (Clean Data)
TXN-103478,REF-103478,10000,System Record (Clean Data)
TXN-103479,REF-103479,5000,System Record (Clean Data)
TXN-103480,REF-103480,1000,System Record (Clean Data)
TXN-103481,REF-103481,500,System Record (Clean Data)
TXN-103482,REF-103482,2500,System Record (Clean Data)
TXN-103483,REF-103483,5000,System Record (Clean Data)
TXN-103484,REF-103484,10000,System Record (Clean Data)
TXN-103485,REF-103485,100,System Record (Clean Data)
TXN-103486,REF-103486,500,System Record (Clean Data)
TXN-103487,REF-103487,2500,System Record (Clean Data)
TXN-103488,REF-103488,200,System Record (Clean Data)
TXN-103489,REF-103489,10000,System Record (Clean Data)
TXN-103490,REF-103490,1000,System Record (Clean Data)
TXN-103491,REF-103491,1000,System Record (Clean Data)
TXN-103492,REF-103492,2500,System Record (Clean Data)
TXN-103493,REF-103493,5000,System Record (Clean Data)
TXN-103494,REF-103494,100,System Record (Clean Data)
TXN-103495,REF-103495,100,System Record (Clean Data)
TXN-103496,REF-103496,10000,System Record (Clean Data)
TXN-103497,REF-103497,10000,System Record (Clean Data)
TXN-103498,REF-103498,200,System Record (Clean Data)
TXN-103499,REF-103499,500,System Record (Clean Data)
TXN-103500,REF-103500,500,System Record (Clean Data)
TXN-103501,REF-103501,5000,System Record (Clean Data)
TXN-103502,REF-103502,1000,System Record (Clean Data)
TXN-103503,REF-103503,2500,System Record (Clean Data)
TXN-103504,REF-103504,10000,System Record (Clean Data)
TXN-103505,REF-103505,5000,System Record (Clean Data)
TXN-103506,REF-103506,500,System Record (Clean Data)
TXN-103507,REF-103507,1000,System Record (Clean Data)
TXN-103508,REF-103508,10000,System Record (Clean Data)
TXN-103509,REF-103509,100,System Record (Clean Data)
TXN-103510,REF-103510,200,System Record (Clean Data)
TXN-103511,REF-103511,1000,System Record (Clean Data)
TXN-103512,REF-103512,200,System Record (Clean Data)
TXN-103513,REF-103513,100,System Record (Clean Data)
TXN-103514,REF-103514,2500,System Record (Clean Data)
TXN-103515,REF-103515,2500,System Record (Clean Data)
TXN-103516,REF-103516,500,System Record (Clean Data)
TXN-103517,REF-103517,5000,System Record (Clean Data)
TXN-103518,REF-103518,10000,System Record (Clean Data)
TXN-103519,REF-103519,1000,System Record (Clean Data)
TXN-103520,REF-103520,5000,System Record (Clean Data)
TXN-103521,REF-103521,1000,System Record (Clean Data)
TXN-103522,REF-103522,1000,System Record (Clean Data)
TXN-103523,REF-103523,1000,System Record (Clean Data)
TXN-103524,REF-103524,1000,System Record (Clean Data)
TXN-103525,REF-103525,500,System Record (Clean Data)
TXN-103526,REF-103526,1000,System Record (Clean Data)
TXN-103527,REF-103527,500,System Record (Clean Data)
TXN-103528,REF-103528,1000,System Record (Clean Data)
TXN-103529,REF-103529,200,System Record (Clean Data)
TXN-103530,REF-103530,10000,System Record (Clean Data)
TXN-103531,REF-103531,2500,System Record (Clean Data)
TXN-103532,REF-103532,2500,System Record (Clean Data)
TXN-103533,REF-103533,5000,System Record (Clean Data)
TXN-103534,REF-103534,5000,System Record (Clean Data)
TXN-103535,REF-103535,100,System Record (Clean Data)
TXN-103536,REF-103536,200,System Record (Clean Data)
TXN-103537,REF-103537,2500,System Record (Clean Data)
TXN-103538,REF-103538,2500,System Record (Clean Data)
TXN-103539,REF-103539,200,System Record (Clean Data)
TXN-103540,REF-103540,10000,System Record (Clean Data)
TXN-103541,REF-103541,200,System Record (Clean Data)
TXN-103542,REF-103542,200,System Record (Clean Data)
TXN-103543,REF-103543,2500,System Record (Clean Data)
TXN-103544,REF-103544,2500,System Record (Clean Data)
TXN-103545,REF-103545,200,System Record (Clean Data)
TXN-103546,REF-103546,10000,System Record (Clean Data)
TXN-103547,REF-103547,100,System Record (Clean Data)
TXN-103548,REF-103548,2500,System Record (Clean Data)
TXN-103549,REF-103549,2500,System Record (Clean Data)
TXN-103550,REF-103550,500,System Record (Clean Data)
TXN-103551,REF-103551,100,System Record (Clean Data)
TXN-103552,REF-103552,200,System Record (Clean Data)
TXN-103553,REF-103553,1000,System Record (Clean Data)
TXN-103554,REF-103554,5000,System Record (Clean Data)
TXN-103555,REF-103555,2500,System Record (Clean Data)
TXN-103556,REF-103556,1000,System Record (Clean Data)
TXN-103557,REF-103557,100,System Record (Clean Data)
TXN-103558,REF-103558,5000,System Record (Clean Data)
TXN-103559,REF-103559,2500,System Record (Clean Data)
TXN-103560,REF-103560,100,System Record (Clean Data)
TXN-103561,REF-103561,1000,System Record (Clean Data)
TXN-103562,REF-103562,100,System Record (Clean Data)
TXN-103563,REF-103563,5000,System Record (Clean Data)
TXN-103564,REF-103564,500,System Record (Clean Data)
TXN-103565,REF-103565,10000,System Record (Clean Data)
TXN-103566,REF-103566,100,System Record (Clean Data)
TXN-103567,REF-103567,1000,System Record (Clean Data)
TXN-103568,REF-103568,500,System Record (Clean Data)
TXN-103569,REF-103569,5000,System Record (Clean Data)
TXN-103570,REF-103570,100,System Record (Clean Data)
TXN-103571,REF-103571,1000,System Record (Clean Data)
TXN-103572,REF-103572,100,System Record (Clean Data)
TXN-103573,REF-103573,10000,System Record (Clean Data)
TXN-103574,REF-103574,10000,System Record (Clean Data)
TXN-103575,REF-103575,5000,System Record (Clean Data)
TXN-103576,REF-103576,500,System Record (Clean Data)
TXN-103577,REF-103577,5000,System Record (Clean Data)
TXN-103578,REF-103578,1000,System Record (Clean Data)
TXN-103579,REF-103579,5000,System Record (Clean Data)
TXN-103580,REF-103580,500,System Record (Clean Data)
TXN-103581,REF-103581,200,System Record (Clean Data)
TXN-103582,REF-103582,10000,System Record (Clean Data)
TXN-103583,REF-103583,10000,System Record (Clean Data)
TXN-103584,REF-103584,2500,System Record (Clean Data)
TXN-103585,REF-103585,2500,System Record (Clean Data)
TXN-103586,REF-103586,10000,System Record (Clean Data)
TXN-103587,REF-103587,5000,System Record (Clean Data)
TXN-103588,REF-103588,10000,System Record (Clean Data)
TXN-103589,REF-103589,1000,System Record (Clean Data)
TXN-103590,REF-103590,200,System Record (Clean Data)
TXN-103591,REF-103591,10000,System Record (Clean Data)
TXN-103592,REF-103592,500,System Record (Clean Data)
TXN-103593,REF-103593,200,System Record (Clean Data)
TXN-103594,REF-103594,5000,System Record (Clean Data)
TXN-103595,REF-103595,500,System Record (Clean Data)
TXN-103596,REF-103596,10000,System Record (Clean Data)
TXN-103597,REF-103597,1000,System Record (Clean Data)
TXN-103598,REF-103598,500,System Record (Clean Data)
TXN-103599,REF-103599,1000,System Record (Clean Data)
TXN-103600,REF-103600,100,System Record (Clean Data)
TXN-103601,REF-103601,10000,System Record (Clean Data)
TXN-103602,REF-103602,5000,System Record (Clean Data)
TXN-103603,REF-103603,100,System Record (Clean Data)
TXN-103604,REF-103604,5000,System Record (Clean Data)
TXN-103605,REF-103605,10000,System Record (Clean Data)
TXN-103606,REF-103606,10000,System Record (Clean Data)
TXN-103607,REF-103607,5000,System Record (Clean Data)
TXN-103608,REF-103608,10000,System Record (Clean Data)
TXN-103609,REF-103609,200,System Record (Clean Data)
TXN-103610,REF-103610,100,System Record (Clean Data)
TXN-103611,REF-103611,500,System Record (Clean Data)
TXN-103612,REF-103612,10000,System Record (Clean Data)
TXN-103613,REF-103613,1000,System Record (Clean Data)
TXN-103614,REF-103614,500,System Record (Clean Data)
TXN-103615,REF-103615,200,System Record (Clean Data)
TXN-103616,REF-103616,1000,System Record (Clean Data)
TXN-103617,REF-103617,2500,System Record (Clean Data)
TXN-103618,REF-103618,1000,System Record (Clean Data)
TXN-103619,REF-103619,10000,System Record (Clean Data)
TXN-103620,REF-103620,1000,System Record (Clean Data)
TXN-103621,REF-103621,100,System Record (Clean Data)
TXN-103622,REF-103622,10000,System Record (Clean Data)
TXN-103623,REF-103623,200,System Record (Clean Data)
TXN-103624,REF-103624,1000,System Record (Clean Data)
TXN-103625,REF-103625,2500,System Record (Clean Data)
TXN-103626,REF-103626,10000,System Record (Clean Data)
TXN-103627,REF-103627,2500,System Record (Clean Data)
TXN-103628,REF-103628,500,System Record (Clean Data)
TXN-103629,REF-103629,1000,System Record (Clean Data)
TXN-103630,REF-103630,100,System Record (Clean Data)
TXN-103631,REF-103631,200,System Record (Clean Data)
TXN-103632,REF-103632,1000,System Record (Clean Data)
TXN-103633,REF-103633,2500,System Record (Clean Data)
TXN-103634,REF-103634,1000,System Record (Clean Data)
TXN-103635,REF-103635,500,System Record (Clean Data)
TXN-103636,REF-103636,500,System Record (Clean Data)
TXN-103637,REF-103637,2500,System Record (Clean Data)
TXN-103638,REF-103638,10000,System Record (Clean Data)
TXN-103639,REF-103639,200,System Record (Clean Data)
TXN-103640,REF-103640,5000,System Record (Clean Data)
TXN-103641,REF-103641,2500,System Record (Clean Data)
TXN-103642,REF-103642,1000,System Record (Clean Data)
TXN-103643,REF-103643,5000,System Record (Clean Data)
TXN-103644,REF-103644,5000,System Record (Clean Data)
TXN-103645,REF-103645,500,System Record (Clean Data)
TXN-103646,REF-103646,1000,System Record (Clean Data)
TXN-103647,REF-103647,10000,System Record (Clean Data)
TXN-103648,REF-103648,2500,System Record (Clean Data)
TXN-103649,REF-103649,1000,System Record (Clean Data)
TXN-103650,REF-103650,200,System Record (Clean Data)
TXN-103651,REF-103651,100,System Record (Clean Data)
TXN-103652,REF-103652,500,System Record (Clean Data)
TXN-103653,REF-103653,5000,System Record (Clean Data)
TXN-103654,REF-103654,200,System Record (Clean Data)
TXN-103655,REF-103655,500,System Record (Clean Data)
TXN-103656,REF-103656,1000,System Record (Clean Data)
TXN-103657,REF-103657,100,System Record (Clean Data)
TXN-103658,REF-103658,200,System Record (Clean Data)
TXN-103659,REF-103659,1000,System Record (Clean Data)
TXN-103660,REF-103660,2500,System Record (Clean Data)
TXN-103661,REF-103661,2500,System Record (Clean Data)
TXN-103662,REF-103662,5000,System Record (Clean Data)
TXN-103663,REF-103663,500,System Record (Clean Data)
TXN-103664,REF-103664,100,System Record (Clean Data)
TXN-103665,REF-103665,100,System Record (Clean Data)
TXN-103666,REF-103666,10000,System Record (Clean Data)
TXN-103667,REF-103667,2500,System Record (Clean Data)
TXN-103668,REF-103668,1000,System Record (Clean Data)
TXN-103669,REF-103669,1000,System Record (Clean Data)
TXN-103670,REF-103670,200,System Record (Clean Data)
TXN-103671,REF-103671,500,System Record (Clean Data)
TXN-103672,REF-103672,10000,System Record (Clean Data)
TXN-103673,REF-103673,200,System Record (Clean Data)
TXN-103674,REF-103674,500,System Record (Clean Data)
TXN-103675,REF-103675,5000,System Record (Clean Data)
TXN-103676,REF-103676,2500,System Record (Clean Data)
TXN-103677,REF-103677,200,System Record (Clean Data)
TXN-103678,REF-103678,500,System Record (Clean Data)
TXN-103679,REF-103679,500,System Record (Clean Data)
TXN-103680,REF-103680,5000,System Record (Clean Data)
TXN-103681,REF-103681,200,System Record (Clean Data)
TXN-103682,REF-103682,100,System Record (Clean Data)
TXN-103683,REF-103683,5000,System Record (Clean Data)
TXN-103684,REF-103684,100,System Record (Clean Data)
TXN-103685,REF-103685,100,System Record (Clean Data)
TXN-103686,REF-103686,5000,System Record (Clean Data)
TXN-103687,REF-103687,10000,System Record (Clean Data)
TXN-103688,REF-103688,100,System Record (Clean Data)
TXN-103689,REF-103689,2500,System Record (Clean Data)
TXN-103690,REF-103690,2500,System Record (Clean Data)
TXN-103691,REF-103691,100,System Record (Clean Data)
TXN-103692,REF-103692,500,System Record (Clean Data)
TXN-103693,REF-103693,5000,System Record (Clean Data)
TXN-103694,REF-103694,1000,System Record (Clean Data)
TXN-103695,REF-103695,5000,System Record (Clean Data)
TXN-103696,REF-103696,1000,System Record (Clean Data)
TXN-103697,REF-103697,500,System Record (Clean Data)
TXN-103698,REF-103698,10000,System Record (Clean Data)
TXN-103699,REF-103699,1000,System Record (Clean Data)
TXN-103700,REF-103700,10000,System Record (Clean Data)
TXN-103701,REF-103701,200,System Record (Clean Data)
TXN-103702,REF-103702,2500,System Record (Clean Data)
TXN-103703,REF-103703,10000,System Record (Clean Data)
TXN-103704,REF-103704,200,System Record (Clean Data)
TXN-103705,REF-103705,10000,System Record (Clean Data)
TXN-103706,REF-103706,10000,System Record (Clean Data)
TXN-103707,REF-103707,200,System Record (Clean Data)
TXN-103708,REF-103708,10000,System Record (Clean Data)
TXN-103709,REF-103709,2500,System Record (Clean Data)
TXN-103710,REF-103710,10000,System Record (Clean Data)
TXN-103711,REF-103711,100,System Record (Clean Data)
TXN-103712,REF-103712,2500,System Record (Clean Data)
TXN-103713,REF-103713,1000,System Record (Clean Data)
TXN-103714,REF-103714,500,System Record (Clean Data)
TXN-103715,REF-103715,2500,System Record (Clean Data)
TXN-103716,REF-103716,2500,System Record (Clean Data)
TXN-103717,REF-103717,5000,System Record (Clean Data)
TXN-103718,REF-103718,10000,System Record (Clean Data)
TXN-103719,REF-103719,200,System Record (Clean Data)
TXN-103720,REF-103720,100,System Record (Clean Data)
TXN-103721,REF-103721,200,System Record (Clean Data)
TXN-103722,REF-103722,2500,System Record (Clean Data)
TXN-103723,REF-103723,10000,System Record (Clean Data)
TXN-103724,REF-103724,200,System Record (Clean Data)
TXN-103725,REF-103725,500,System Record (Clean Data)
TXN-103726,REF-103726,1000,System Record (Clean Data)
TXN-103727,REF-103727,100,System Record (Clean Data)
TXN-103728,REF-103728,5000,System Record (Clean Data)
TXN-103729,REF-103729,2500,System Record (Clean Data)
TXN-103730,REF-103730,5000,System Record (Clean Data)
TXN-103731,REF-103731,200,System Record (Clean Data)
TXN-103732,REF-103732,10000,System Record (Clean Data)
TXN-103733,REF-103733,10000,System Record (Clean Data)
TXN-103734,REF-103734,5000,System Record (Clean Data)
TXN-103735,REF-103735,500,System Record (Clean Data)
TXN-103736,REF-103736,100,System Record (Clean Data)
TXN-103737,REF-103737,500,System Record (Clean Data)
TXN-103738,REF-103738,5000,System Record (Clean Data)
TXN-103739,REF-103739,100,System Record (Clean Data)
TXN-103740,REF-103740,200,System Record (Clean Data)
TXN-103741,REF-103741,1000,System Record (Clean Data)
TXN-103742,REF-103742,100,System Record (Clean Data)
TXN-103743,REF-103743,200,System Record (Clean Data)
TXN-103744,REF-103744,100,System Record (Clean Data)
TXN-103745,REF-103745,10000,System Record (Clean Data)
TXN-103746,REF-103746,5000,System Record (Clean Data)
TXN-103747,REF-103747,500,System Record (Clean Data)
TXN-103748,REF-103748,1000,System Record (Clean Data)
TXN-103749,REF-103749,5000,System Record (Clean Data)
TXN-103750,REF-103750,2500,System Record (Clean Data)
TXN-103751,REF-103751,1000,System Record (Clean Data)
TXN-103752,REF-103752,200,System Record (Clean Data)
TXN-103753,REF-103753,200,System Record (Clean Data)
TXN-103754,REF-103754,2500,System Record (Clean Data)
TXN-103755,REF-103755,1000,System Record (Clean Data)
TXN-103756,REF-103756,1000,System Record (Clean Data)
TXN-103757,REF-103757,10000,System Record (Clean Data)
TXN-103758,REF-103758,1000,System Record (Clean Data)
TXN-103759,REF-103759,500,System Record (Clean Data)
TXN-103760,REF-103760,200,System Record (Clean Data)
TXN-103761,REF-103761,500,System Record (Clean Data)
TXN-103762,REF-103762,200,System Record (Clean Data)
TXN-103763,REF-103763,100,System Record (Clean Data)
TXN-103764,REF-103764,200,System Record (Clean Data)
TXN-103765,REF-103765,200,System Record (Clean Data)
TXN-103766,REF-103766,200,System Record (Clean Data)
TXN-103767,REF-103767,10000,System Record (Clean Data)
TXN-103768,REF-103768,200,System Record (Clean Data)
TXN-103769,REF-103769,2500,System Record (Clean Data)
TXN-103770,REF-103770,1000,System Record (Clean Data)
TXN-103771,REF-103771,10000,System Record (Clean Data)
TXN-103772,REF-103772,200,System Record (Clean Data)
TXN-103773,REF-103773,500,System Record (Clean Data)
TXN-103774,REF-103774,200,System Record (Clean Data)
TXN-103775,REF-103775,2500,System Record (Clean Data)
TXN-103776,REF-103776,100,System Record (Clean Data)
TXN-103777,REF-103777,1000,System Record (Clean Data)
TXN-103778,REF-103778,10000,System Record (Clean Data)
TXN-103779,REF-103779,200,System Record (Clean Data)
TXN-103780,REF-103780,10000,System Record (Clean Data)
TXN-103781,REF-103781,5000,System Record (Clean Data)
TXN-103782,REF-103782,5000,System Record (Clean Data)
TXN-103783,REF-103783,500,System Record (Clean Data)
TXN-103784,REF-103784,500,System Record (Clean Data)
TXN-103785,REF-103785,10000,System Record (Clean Data)
TXN-103786,REF-103786,500,System Record (Clean Data)
TXN-103787,REF-103787,200,System Record (Clean Data)
TXN-103788,REF-103788,10000,System Record (Clean Data)
TXN-103789,REF-103789,5000,System Record (Clean Data)
TXN-103790,REF-103790,500,System Record (Clean Data)
TXN-103791,REF-103791,500,System Record (Clean Data)
TXN-103792,REF-103792,2500,System Record (Clean Data)
TXN-103793,REF-103793,200,System Record (Clean Data)
TXN-103794,REF-103794,1000,System Record (Clean Data)
TXN-103795,REF-103795,1000,System Record (Clean Data)
TXN-103796,REF-103796,2500,System Record (Clean Data)
TXN-103797,REF-103797,10000,System Record (Clean Data)
TXN-103798,REF-103798,5000,System Record (Clean Data)
TXN-103799,REF-103799,500,System Record (Clean Data)
TXN-103800,REF-103800,100,System Record (Clean Data)
TXN-103801,REF-103801,5000,System Record (Clean Data)
TXN-103802,REF-103802,10000,System Record (Clean Data)
TXN-103803,REF-103803,2500,System Record (Clean Data)
TXN-103804,REF-103804,200,System Record (Clean Data)
TXN-103805,REF-103805,1000,System Record (Clean Data)
TXN-103806,REF-103806,100,System Record (Clean Data)
TXN-103807,REF-103807,5000,System Record (Clean Data)
TXN-103808,REF-103808,500,System Record (Clean Data)
TXN-103809,REF-103809,10000,System Record (Clean Data)
TXN-103810,REF-103810,1000,System Record (Clean Data)
TXN-103811,REF-103811,5000,System Record (Clean Data)
TXN-103812,REF-103812,200,System Record (Clean Data)
TXN-103813,REF-103813,10000,System Record (Clean Data)
TXN-103814,REF-103814,2500,System Record (Clean Data)
TXN-103815,REF-103815,10000,System Record (Clean Data)
TXN-103816,REF-103816,1000,System Record (Clean Data)
TXN-103817,REF-103817,1000,System Record (Clean Data)
TXN-103818,REF-103818,200,System Record (Clean Data)
TXN-103819,REF-103819,10000,System Record (Clean Data)
TXN-103820,REF-103820,10000,System Record (Clean Data)
TXN-103821,REF-103821,1000,System Record (Clean Data)
TXN-103822,REF-103822,10000,System Record (Clean Data)
TXN-103823,REF-103823,500,System Record (Clean Data)
TXN-103824,REF-103824,500,System Record (Clean Data)
TXN-103825,REF-103825,200,System Record (Clean Data)
TXN-103826,REF-103826,100,System Record (Clean Data)
TXN-103827,REF-103827,5000,System Record (Clean Data)
TXN-103828,REF-103828,500,System Record (Clean Data)
TXN-103829,REF-103829,100,System Record (Clean Data)
TXN-103830,REF-103830,1000,System Record (Clean Data)
TXN-103831,REF-103831,2500,System Record (Clean Data)
TXN-103832,REF-103832,1000,System Record (Clean Data)
TXN-103833,REF-103833,5000,System Record (Clean Data)
TXN-103834,REF-103834,5000,System Record (Clean Data)
TXN-103835,REF-103835,1000,System Record (Clean Data)
TXN-103836,REF-103836,5000,System Record (Clean Data)
TXN-103837,REF-103837,100,System Record (Clean Data)
TXN-103838,REF-103838,500,System Record (Clean Data)
TXN-103839,REF-103839,1000,System Record (Clean Data)
TXN-103840,REF-103840,2500,System Record (Clean Data)
TXN-103841,REF-103841,10000,System Record (Clean Data)
TXN-103842,REF-103842,100,System Record (Clean Data)
TXN-103843,REF-103843,100,System Record (Clean Data)
TXN-103844,REF-103844,5000,System Record (Clean Data)
TXN-103845,REF-103845,500,System Record (Clean Data)
TXN-103846,REF-103846,2500,System Record (Clean Data)
TXN-103847,REF-103847,500,System Record (Clean Data)
TXN-103848,REF-103848,10000,System Record (Clean Data)
TXN-103849,REF-103849,1000,System Record (Clean Data)
TXN-103850,REF-103850,500,System Record (Clean Data)
TXN-103851,REF-103851,100,System Record (Clean Data)
TXN-103852,REF-103852,5000,System Record (Clean Data)
TXN-103853,REF-103853,200,System Record (Clean Data)
TXN-103854,REF-103854,100,System Record (Clean Data)
TXN-103855,REF-103855,5000,System Record (Clean Data)
TXN-103856,REF-103856,5000,System Record (Clean Data)
TXN-103857,REF-103857,10000,System Record (Clean Data)
TXN-103858,REF-103858,100,System Record (Clean Data)
TXN-103859,REF-103859,500,System Record (Clean Data)
TXN-103860,REF-103860,5000,System Record (Clean Data)
TXN-103861,REF-103861,200,System Record (Clean Data)
TXN-103862,REF-103862,200,System Record (Clean Data)
TXN-103863,REF-103863,1000,System Record (Clean Data)
TXN-103864,REF-103864,500,System Record (Clean Data)
TXN-103865,REF-103865,10000,System Record (Clean Data)
TXN-103866,REF-103866,2500,System Record (Clean Data)
TXN-103867,REF-103867,2500,System Record (Clean Data)
TXN-103868,REF-103868,5000,System Record (Clean Data)
TXN-103869,REF-103869,5000,System Record (Clean Data)
TXN-103870,REF-103870,100,System Record (Clean Data)
TXN-103871,REF-103871,200,System Record (Clean Data)
TXN-103872,REF-103872,1000,System Record (Clean Data)
TXN-103873,REF-103873,5000,System Record (Clean Data)
TXN-103874,REF-103874,200,System Record (Clean Data)
TXN-103875,REF-103875,2500,System Record (Clean Data)
TXN-103876,REF-103876,100,System Record (Clean Data)
TXN-103877,REF-103877,500,System Record (Clean Data)
TXN-103878,REF-103878,200,System Record (Clean Data)
TXN-103879,REF-103879,200,System Record (Clean Data)
TXN-103880,REF-103880,2500,System Record (Clean Data)
TXN-103881,REF-103881,10000,System Record (Clean Data)
TXN-103882,REF-103882,500,System Record (Clean Data)
TXN-103883,REF-103883,1000,System Record (Clean Data)
TXN-103884,REF-103884,1000,System Record (Clean Data)
TXN-103885,REF-103885,2500,System Record (Clean Data)
TXN-103886,REF-103886,500,System Record (Clean Data)
